State,Season,pH_Level,Turbidity_NTU,Nitrate_mgL,Bacteria_Count_CFU,Rainfall_mm,Temp_C,Outbreak_Risk
Tripura,Pre-Monsoon,6.481744311571743,2.4000828722757297,12.35020591898352,201.1805847592612,19.97208891795795,23.91838908489634,0
Tripura,Monsoon,7.173818815751809,8.836184447343284,27.494662640821222,4950.280960094468,399.2422507543919,26.479950394307565,1
Mizoram,Pre-Monsoon,6.52137222359716,0.7931819932840122,5.338971738718157,409.50597723491444,86.52872937208807,17.892437251346973,0
Tripura,Winter,7.425052695976392,3.8249063543428754,41.038784446961145,93.88953554195827,49.59722050563421,28.22688152823096,0
Meghalaya,Winter,8.160081635778894,3.1753376396720303,7.284464223157677,164.88768479318566,16.562088442094055,19.630326507902467,0
Mizoram,Winter,7.704007511275343,0.7868949881929348,39.03669018885521,115.12726580744456,105.46656391893264,28.075840308861153,0
Arunachal Pradesh,Monsoon,7.8593323803878885,8.133252964957528,5.868361717182818,904.3759441342975,516.6654867394038,17.356086953326983,1
Manipur,Post-Monsoon,7.696340382905922,1.5260429768762682,26.429407266737208,495.3324742264314,97.22807623391834,27.515439319291723,0
Nagaland,Winter,7.143898528626904,1.029497951814868,14.457345093216556,613.4285403287909,128.94069629229688,16.347413514079747,0
Sikkim,Winter,7.017142976678304,3.976266313405101,32.49473494391309,179.7720357868621,67.65322884798016,32.89225092481439,0
Nagaland,Pre-Monsoon,8.392622085407554,2.8361980247433944,41.15644008626411,64.24337210663928,81.7096522998564,24.7133064703347,0
Mizoram,Pre-Monsoon,7.0249342077362265,2.098025534441251,4.409975803829235,73.44610964757445,39.60437540338209,26.761553808920937,0
Meghalaya,Pre-Monsoon,7.527752028594735,1.9721667530163416,41.52055080618508,737.9922690903647,81.93271024011099,30.464928048045387,0
Mizoram,Winter,6.894530894777471,1.0216711778166916,1.301029931292269,771.5758804206123,38.03973686125882,19.210453140938398,0
Meghalaya,Monsoon,6.875639513890581,7.361506068721567,35.436792855336016,3565.150797501363,574.0836499986856,28.85798992927795,1
Manipur,Post-Monsoon,7.93408361338161,3.377719462464956,5.989029663029733,195.93464405318858,45.64282928831282,25.98677352637449,0
Sikkim,Pre-Monsoon,8.490977364094077,2.439338687159965,43.26190745856836,81.878165266741,99.22101890704691,29.95707945082978,0
Mizoram,Post-Monsoon,7.674742826561221,2.323227400639066,47.26174291794334,333.84438956642686,35.526008757098126,31.783577186476673,0
Meghalaya,Pre-Monsoon,6.522807008548395,1.654067309784434,39.70403403942348,90.43550367522431,122.39159270410077,27.067924602984252,0
Arunachal Pradesh,Post-Monsoon,6.165450470871181,2.4516386744213268,6.424482981217055,456.1847932089404,73.99908477341639,17.400330206010484,0
Meghalaya,Monsoon,8.17854526635146,10.832886719074622,40.30860678035781,1190.3829312885255,338.34123331965503,30.31868414569184,1
Meghalaya,Winter,7.733628444508039,3.5062372022970862,34.63302062277126,746.6799948537231,97.59462373561786,15.98806795722702,0
Nagaland,Pre-Monsoon,7.910642182597281,3.980990368115053,28.886179350857088,271.53449667893443,23.426284248398964,29.19404887880649,0
Meghalaya,Post-Monsoon,8.346351693759127,2.9931756660399835,48.050404685264134,678.7432554078594,124.04436657502102,26.245190071990077,0
Nagaland,Winter,6.9654583079564745,2.9652938695632964,32.29510809253846,195.9476044032558,16.90467534903959,32.60351809664758,0
Manipur,Winter,6.3824222707083,2.1961491550368537,25.20810938902831,353.3103666418418,29.68201686642558,16.137117793499037,0
Assam,Pre-Monsoon,6.497865643405672,3.5686473752806522,26.1792517060562,526.8858028416073,115.67996689044749,19.21508645605067,0
Arunachal Pradesh,Winter,7.510779366171013,3.344411648828549,47.74522600911966,493.6742904021308,74.35445965603412,29.22514815468668,0
Sikkim,Monsoon,7.215837049254771,8.009956254190827,17.049032531450692,607.2380825357008,504.05958495080006,22.663565514458988,1
Mizoram,Winter,6.050621469991641,2.5307649666805863,18.185060812818477,440.0137099281636,12.235561472376999,29.812413433759133,0
Nagaland,Pre-Monsoon,6.062667471389311,2.4444809662434936,19.124481886398204,520.537034407596,105.15415983925425,21.105761484632552,0
Nagaland,Winter,6.365591449680767,1.4904082530754752,7.855822850576616,514.599074925272,92.83201171983923,23.666948481321494,0
Sikkim,Winter,8.403366533523894,3.951833205873385,37.64204247485503,728.3405637805416,26.74223768738328,30.77102017466819,0
Assam,Post-Monsoon,6.076783561260052,2.221416646653526,15.314341541069599,418.45759825337194,46.892148521052256,19.69042020361524,0
Meghalaya,Winter,6.792817762721363,0.7209141484160659,48.60140896379458,140.37772153276057,94.64521368486386,23.716768578324583,0
Tripura,Winter,6.620376769698123,0.7720608805955886,27.928885112718245,206.3318576036334,79.59273590654688,15.921703782286285,0
Meghalaya,Post-Monsoon,8.36735161436254,2.21643583436723,27.697502342076795,68.2026711272598,91.27839777285483,17.650192418749203,0
Assam,Post-Monsoon,7.911715075611772,2.730353260860031,43.019678395045325,379.6486493312089,87.50995797574257,26.135789187182972,0
Assam,Winter,6.31184278182427,1.264332397223919,20.485817320366007,145.4274712409535,54.20603578241663,23.37679932045559,0
Mizoram,Monsoon,6.350765790803686,14.431327396369252,17.79016888224043,1727.4675150435578,388.2754050481293,33.985393317927326,1
Manipur,Pre-Monsoon,7.901956205832436,3.1359476985281622,5.307244207593264,429.5414357271024,78.35300330990349,15.582440190373536,0
Arunachal Pradesh,Pre-Monsoon,6.640827837132412,2.561454400852884,30.417917134521595,304.18310986408136,121.02206627014381,16.340252412421464,0
Tripura,Pre-Monsoon,6.7101536924204055,3.274610197830051,36.31306055712383,443.81427446582717,42.94000595097396,26.343600203361888,0
Nagaland,Winter,6.039524198925143,3.01645902964609,15.359290563558236,134.5928403867326,52.41141892721719,34.22253786269064,0
Sikkim,Monsoon,6.020094077817707,11.29159365824046,5.759123430752577,3114.136532883736,495.1747152766445,28.60962800658525,1
Nagaland,Post-Monsoon,6.890956095108737,3.126557598466378,27.660452736438483,791.4526737128663,147.97034283521722,17.86047973692145,0
Arunachal Pradesh,Winter,7.26190194840047,2.028110873070172,44.20836672031621,95.11416896063116,106.57685923303814,24.5342615622179,0
Mizoram,Monsoon,6.737163421513062,6.742870992555065,28.16854137946593,915.6336295794711,491.4843217407446,25.206894079089913,1
Nagaland,Winter,7.027698017537264,3.0851418705536293,38.33793936630151,648.7265081863169,129.53242554122602,18.755821688032455,0
Arunachal Pradesh,Post-Monsoon,6.787302380964803,3.3475836555301974,20.36358055636176,108.14631718521223,144.73167133303926,34.3716907918261,0
Arunachal Pradesh,Post-Monsoon,6.060646599330461,1.3068610725489107,2.081122910725308,107.83235300587224,38.844601727340404,22.470805137230315,0
Mizoram,Pre-Monsoon,8.202120522878396,0.9329049088822352,5.014122932901543,551.6333230842038,29.566082363654285,24.17554744827285,0
Assam,Post-Monsoon,7.3450685830815505,2.0649578894060996,47.61977135058428,313.53014232255737,76.30711474485088,25.221455303697773,0
Sikkim,Post-Monsoon,6.005365895392338,1.729893182910761,20.14342797253756,263.37678836790803,41.015320770010064,21.965460182929103,0
Mizoram,Winter,6.534704782261541,3.460565930168331,45.43012446450687,791.362803507679,23.564273719320454,34.89632350147569,0
Tripura,Post-Monsoon,6.5662185991795035,1.2532031237558157,46.15220082059729,590.62161405226,60.18535298079122,33.244266778224514,0
Nagaland,Winter,8.198511493223632,2.4901218148921727,9.728374384278565,435.20911821978746,120.71368021732471,31.659460946468894,0
Mizoram,Post-Monsoon,6.838318661929404,3.1503908380748906,39.814036127974205,664.7705426174789,117.06674339733212,25.391662111116347,0
Tripura,Winter,7.47342601961479,1.4645692777805894,29.14707307486183,334.05383855638485,26.427680771875906,34.2753455899538,0
Tripura,Winter,6.03916389328155,1.8637644991762015,18.27542339178415,640.680126323668,107.3520908079837,18.87619954481297,0
Assam,Monsoon,6.162464527382915,5.810269288867811,49.449803050305725,4144.168334324212,548.4503815285569,25.40272528286271,1
Tripura,Pre-Monsoon,8.439207470130295,1.7933192841474073,45.33116872654239,755.1653115858038,148.16744704440612,34.7236779642227,0
Sikkim,Winter,8.397692842186544,2.641092433972546,11.921478598307278,27.051780463340314,142.42908481865058,23.110439035563275,0
Arunachal Pradesh,Post-Monsoon,6.061256603011652,3.647554997788041,41.337537929509395,204.98399788859172,44.86755597507964,27.66896231024986,0
Assam,Winter,7.032511830758677,0.785350806814862,2.479086840427236,237.66757844562588,37.79056714911765,18.471805223566363,0
Manipur,Post-Monsoon,6.427128479434803,2.568865193857911,41.5940691468584,709.5240866035613,76.81076157603655,16.682613182356842,0
Mizoram,Pre-Monsoon,7.24807247894976,0.6727088035422732,14.014846724926395,321.71704836231976,104.43911353644697,25.7834854467677,0
Manipur,Pre-Monsoon,6.321488165613823,1.9273584860702426,35.25307217104828,76.24998670228294,115.42659094401247,21.432825689811484,0
Nagaland,Pre-Monsoon,6.456535804479818,3.5058386504296686,16.56974037672341,766.8390633664591,41.354039298280156,25.24110891796482,0
Meghalaya,Post-Monsoon,7.688506318494103,1.8435769229168577,42.102812239906335,177.6398240692138,32.649094436232275,30.895525339619223,0
Assam,Monsoon,7.883120840823006,14.948902489517598,33.69108775348678,1280.3697875275343,537.4728360751931,19.532257126428853,1
Sikkim,Winter,7.654397126080578,1.8602938344861495,11.847322586835373,249.32291858190487,120.2624315148274,24.652740293285973,0
Mizoram,Pre-Monsoon,7.051977972738746,2.7931609066544767,38.77637116746843,320.544572373312,135.80107979478976,20.543181890455777,0
Arunachal Pradesh,Monsoon,6.840719108907992,11.672993949370051,30.07853153738639,794.1377028637903,318.39852302277035,31.61622857313571,1
Manipur,Post-Monsoon,8.225506130318296,2.27311650659201,43.65865229467411,250.85114155509677,57.95781088388481,24.949184425305184,0
Tripura,Winter,6.193009009636608,3.6162454011324874,36.99200798535926,603.3745531205025,45.236329886052204,16.06106116764243,0
Mizoram,Pre-Monsoon,7.158121580369597,3.2222880582979556,16.93250588735905,523.4033809059512,138.51528550092974,19.868729543279635,0
Meghalaya,Post-Monsoon,6.558176784424022,3.4462080860362594,40.30957052732795,281.9934054239705,99.82915644929919,34.057984406251684,0
Arunachal Pradesh,Winter,7.430096759766446,1.108498747597881,24.710725087661643,267.71647586092797,107.0355055211573,24.863980655400248,0
Sikkim,Monsoon,6.02328283395967,12.638117967247464,45.93468690798639,2753.2233377596094,648.1215463771136,23.07891436282932,1
Manipur,Monsoon,7.221884695694746,7.359758723587238,23.44450957396644,855.7292509729444,597.6268476940177,34.11052236811207,1
Tripura,Post-Monsoon,7.068273994593591,3.8194143696946354,15.716800571237599,758.7869979096389,122.34308505535532,31.74390954523131,0
Mizoram,Pre-Monsoon,7.3723270572594695,3.9853848280790865,1.4219214126656388,384.3267196301332,91.63641214589956,34.29109230289785,0
Arunachal Pradesh,Winter,8.061619043627022,2.1809585985422295,20.81810821977324,596.3689087724698,110.28570731495131,34.45968296654783,0
Nagaland,Pre-Monsoon,7.018073581189202,2.508885853188385,46.14834429749156,123.69039550160005,51.23127702598646,31.464828745980466,0
Meghalaya,Monsoon,7.573756281737785,10.042008885475674,34.452307536847194,2136.436031966007,373.1485269432858,19.698571421767298,1
Meghalaya,Winter,7.172226947443308,1.666426524424812,5.473079096940825,241.28119729327938,123.67339809731678,20.374997100682997,0
Meghalaya,Pre-Monsoon,7.175092605714177,0.5340930764962012,17.049360844537816,218.7453591400201,101.1081411528428,23.919183041019025,0
Meghalaya,Pre-Monsoon,6.856812245870073,1.6944953402579888,38.043205035328185,27.50111616358532,23.022293435800872,29.7612924479214,0
Assam,Monsoon,7.104825225399779,8.620811826737462,47.307153849627184,1342.9743176402958,394.2233835790199,17.5324893634112,1
Sikkim,Post-Monsoon,6.733407358323068,3.0333240052952863,5.288275304481377,262.05141170171765,29.231780399338493,24.81574740284024,0
Mizoram,Pre-Monsoon,6.050187667809123,0.741671400881106,30.53676495858762,560.0566464012928,138.56113566496612,19.464195301397872,0
Manipur,Monsoon,6.226019978700503,13.46010837624218,16.13975004574418,2813.6149423855973,568.8317745226327,15.840061725055287,1
Mizoram,Pre-Monsoon,6.618826746284552,2.5164053837875815,21.688601150175845,409.39921910569035,138.46053285380177,27.18918108593416,0
Meghalaya,Winter,6.544556526612367,1.6220956089698326,12.232918728796605,142.6421527062392,113.9010136893265,26.83550376007252,0
Sikkim,Post-Monsoon,8.148334476374592,0.8788625619098986,43.179304514868086,22.9057927699592,100.98351645625618,34.06514519192574,0
Nagaland,Post-Monsoon,6.526597587460944,2.6034137780263356,35.16250027572207,433.0514023077537,101.90817775213854,23.87691233149022,0
Meghalaya,Winter,6.024464778736572,1.8201511317543164,21.829264359307622,530.4715418006712,127.07088553112273,18.477479661925603,0
Sikkim,Monsoon,7.390989849584412,13.523186199316731,16.883051516778337,4721.077076991431,387.4575562413587,20.981703930663578,1
Meghalaya,Monsoon,8.016671735324781,7.2300917158992934,12.182706650151804,3705.5561072739765,479.21517283418785,21.166256630067544,1
Mizoram,Post-Monsoon,8.209955101828227,2.3800521196104993,45.49852802676988,171.7998304811973,14.903713652466813,26.593162298795335,0
Tripura,Monsoon,8.39349369854467,11.47049050369639,29.032727234335354,1165.8511954658784,622.4345786026622,28.295539776887892,1
Assam,Post-Monsoon,8.43623213707609,2.4290707104686415,35.73119553490311,277.4891023432151,48.96713959876698,30.049857999711023,0
Assam,Winter,8.353314806365022,3.8780395018920215,23.418464656329924,203.92038920783196,147.04134572133285,20.318714641395093,0
Manipur,Winter,7.104349338844105,1.747138114453042,19.75445505342784,353.86189673365897,114.38766709645422,16.562293854836938,0
Assam,Post-Monsoon,8.000675456633616,0.7895492936751412,12.107854150396925,675.606376281836,19.66686594757476,27.897341429099495,0
Mizoram,Monsoon,8.30282659907641,6.046173964432136,8.11272184999744,4177.240316832453,369.53054529985366,24.228694938915048,1
Meghalaya,Winter,7.223751904881462,0.6476692979851092,7.9120341867576105,321.5070180193932,18.98281560364646,32.5623927253648,0
Manipur,Winter,7.839699435814409,2.558045557007859,39.46240517626408,508.27964640875894,38.976272437429174,20.185801090431745,0
Tripura,Post-Monsoon,8.371998454488338,2.230093549369965,5.36887371019556,562.3847999118781,148.26173712596358,17.9629969075002,0
Assam,Monsoon,6.116440368352056,12.836296106051877,18.37625338666436,2581.6663394895177,585.8127630233635,29.401174216075802,1
Mizoram,Monsoon,8.223809747976125,11.073764540650306,7.805093594462198,4444.641744490802,305.6043535244863,20.489679496321052,1
Mizoram,Monsoon,8.28102924673966,14.105951909077854,29.87741638583653,1867.536170853327,661.4041062934444,30.97802676369877,1
Assam,Monsoon,7.791590640007667,8.124115082553637,38.458557895066555,3602.9804306949886,447.83619801448526,32.622187941540886,1
Assam,Post-Monsoon,6.779118525158167,3.4383864590844895,11.46437959307382,46.17180029678014,126.08402609826891,30.301234512604537,0
Nagaland,Monsoon,7.256649992191508,6.468899461673956,18.177896872529114,2853.6385072940857,410.9517286667657,26.1493296447483,1
Mizoram,Winter,7.4009830360105795,3.7759450504372776,38.132572630036535,544.714929527926,24.265463361656355,33.68905208028896,0
Tripura,Post-Monsoon,7.204074693713228,2.9638340857898413,41.947053082051156,689.3119095700902,96.018425614378,28.018662473416477,0
Manipur,Winter,6.3839738503742405,0.9447518561405805,3.6457467422315757,97.41912379859646,81.91575494296085,18.766397120790213,0
Sikkim,Monsoon,7.960781104667277,12.31621188160774,32.22440210791446,2238.9791525696946,681.0826851298257,34.74983038247326,1
Arunachal Pradesh,Pre-Monsoon,8.333035047922078,2.677156673583956,15.31880773805519,788.8635630540942,51.94076555491231,15.78227605058779,0
Tripura,Post-Monsoon,7.178400128332404,2.5392394013808994,1.4508854784223535,342.28175810331516,90.0853867452177,24.963305803269904,0
Arunachal Pradesh,Monsoon,7.106839024688024,12.380911076728008,1.5959629940048958,2452.6163106915683,508.37845792236294,26.757990206378857,1
Tripura,Monsoon,7.411216881442172,8.262096500494987,15.727246109344224,2096.608765269658,566.0865847001453,26.91443364300209,1
Assam,Winter,6.672379622753746,2.447979632659069,3.4476261361342297,572.8384409624338,133.4311159239469,27.55249089218494,0
Tripura,Monsoon,7.531308162285855,14.781327832672076,17.671718540986813,2742.062261946312,755.7132032985417,16.845327441029482,1
Manipur,Monsoon,6.2034601969161285,10.1825482406223,39.238870547528556,3174.321700330289,363.00297841348595,33.21989200991152,1
Manipur,Monsoon,7.163999975541903,12.358610578941317,36.83859339448299,1668.3876502598405,336.45062534585946,16.80918325797223,1
Nagaland,Pre-Monsoon,7.835053660241776,2.630858930607999,6.578195229945516,326.719296392914,47.403090762337854,30.205099183807626,0
Meghalaya,Winter,6.430326573676401,1.2661461629520268,12.233682834195243,11.018878144710106,41.631944943501466,33.61925574958127,0
Nagaland,Post-Monsoon,8.010018967056471,1.275609022016897,32.11906242019014,202.99536940210518,25.532512101371644,18.86348662659008,0
Meghalaya,Pre-Monsoon,6.949552285835004,1.8252869104075182,6.782590033902442,653.3644293058346,147.08734501327814,17.483558361940283,0
Manipur,Pre-Monsoon,7.17484498169745,3.9787477250982963,22.658722511701875,547.2341801421137,77.95389855118432,20.62327738382229,0
Tripura,Winter,7.6360571464496,2.3701766943758065,48.550436080836526,644.443556829667,12.028660259100757,30.14973843250523,0
Assam,Monsoon,6.2788479654992955,7.269593224728452,39.261145913907676,715.7210264249159,661.7764094894285,22.319245242643497,1
Tripura,Post-Monsoon,6.5628683355492505,1.7106280612404938,45.06508659814975,597.0460165759727,147.16116944413454,20.380342858142146,0
Arunachal Pradesh,Winter,7.037170263975118,2.081589953095493,2.2815874815199146,755.3996106567428,112.14300415864018,21.910770752103026,0
Sikkim,Pre-Monsoon,7.604979912342174,2.645842457266514,22.210620690463067,414.2072004736003,118.31816418420512,30.213226029691395,0
Arunachal Pradesh,Pre-Monsoon,8.360744717655983,2.6458566686847607,10.641623096511271,135.2711148859409,22.244656267755357,27.944339355263487,0
Arunachal Pradesh,Winter,6.9291514628786315,3.8063507750850873,35.27040456588783,375.36733326028195,95.38338745243914,15.909868635819874,0
Manipur,Post-Monsoon,6.365127798629165,1.0697791120067184,32.90641035762595,628.1871776070648,122.33297889291504,24.501126792842104,0
Tripura,Monsoon,6.652008540021624,10.267560317267378,16.589674887842857,941.6766428301728,310.59822056664945,30.651965817128044,1
Manipur,Winter,6.667767762522254,0.8240760130388252,12.910651062925194,295.51173923025846,130.37120643444334,33.54184647406337,0
Arunachal Pradesh,Monsoon,8.488055713907965,13.395527235097227,34.89438812459668,4699.896089384374,700.5088613605751,26.20853324469467,1
Manipur,Post-Monsoon,7.5274763406189,0.6947117650783485,39.97940944639188,785.4856736935345,147.88478640085117,18.62251991669881,0
Mizoram,Winter,8.229354774494233,2.4086587857183828,38.23663644455259,665.1136093565723,130.4490917928842,21.048986640290583,0
Arunachal Pradesh,Pre-Monsoon,8.290743385210973,2.7899397843755676,11.706966593453583,425.71691803879565,115.55543173783481,28.57146133189379,0
Sikkim,Monsoon,6.398679242290805,12.682413423712173,41.05935947990345,566.2185084482296,640.0205364743384,22.730793793982397,1
Tripura,Monsoon,7.363014993621613,7.821007710499157,40.211056842647714,3467.009324255073,708.3582868775627,22.373698881589767,1
Nagaland,Pre-Monsoon,8.107601835653703,3.6489541415324305,35.4536112553024,792.6524713475717,149.74039804898555,17.44237525735885,0
Assam,Winter,6.884919755768006,1.1917865214989396,28.206979041625964,426.59882747316095,100.27136526537127,23.201348156349617,0
Tripura,Monsoon,7.4495213994195595,11.458588485783201,49.1652567517011,3579.0393557529064,681.5378701108197,29.542239565206494,1
Assam,Pre-Monsoon,7.519356135099832,3.1031030531386388,45.29817367812181,79.41077784215355,115.682974237726,29.478050962959806,0
Manipur,Pre-Monsoon,6.417904529536353,3.5987894493905026,23.56327791183273,135.18317581211662,119.8009652813282,30.093980229024076,0
Nagaland,Pre-Monsoon,8.423595612225245,1.630672001667837,46.36727607549509,39.871777227835146,126.99852603863442,16.627142457762794,0
Assam,Winter,6.5397923038157995,3.9630468789134876,48.98363180946583,728.8637469418813,13.36891744241444,21.875739501625446,0
Mizoram,Post-Monsoon,7.494831772901065,1.8945995755392635,0.5888769204780098,411.0051654239569,19.089031667687188,29.191373532891596,0
Arunachal Pradesh,Winter,6.4973388492137145,1.323885416003071,48.80655203128881,58.55582263710991,93.75043738564366,34.84089186339166,0
Manipur,Winter,7.4370901751698355,1.8983080166690829,14.001917516835643,459.21571227255214,126.62598436826099,32.18497560984723,0
Manipur,Pre-Monsoon,6.016761177297548,3.2331810085582675,2.106895587855723,339.95619435077515,122.3630220764215,18.901077946268448,0
Arunachal Pradesh,Post-Monsoon,7.332151021284672,3.046645305856542,23.44904517798755,61.342746968085166,71.0182559426556,28.78523187412119,0
Nagaland,Post-Monsoon,7.931824655969272,0.6931329007980287,33.90282083885643,233.95269445375413,45.21026746083764,22.155703446623303,0
Mizoram,Monsoon,6.937428034017756,5.7121935980124325,3.8022283069922724,4606.203430586816,788.7094158952127,24.871085781177758,1
Assam,Winter,7.3143476050858505,1.1445006511831202,11.631165196819504,634.5640598923931,88.72861313514613,34.29820222223492,0
Mizoram,Monsoon,6.3434120491732,13.106018961594385,49.657843843846216,870.919693459466,460.38829153248537,31.4488185737446,1
Arunachal Pradesh,Pre-Monsoon,7.169078478865824,1.1110856803306177,24.19799777843588,499.9028292040255,107.198729106848,20.527522058815464,0
Sikkim,Winter,7.516503793324613,0.5878112659450416,15.518047530517581,70.94434506362566,101.10989013724398,22.201233062499128,0
Nagaland,Monsoon,7.796208736412763,9.949252676397949,41.37143146657748,3154.09053629204,371.63683001799905,29.73389688795929,1
Mizoram,Monsoon,7.045716088739733,10.85663624150191,18.7512953921486,752.1643861005006,630.6810481150303,27.058869185996606,1
Tripura,Monsoon,8.000934329553445,13.265346889783858,2.892516856659866,2298.8598788819027,641.8788751038337,25.10306714703424,1
Sikkim,Pre-Monsoon,7.883676978808629,1.6411128854973027,39.83147594163657,108.0851325900361,35.89467778260618,27.51603589525384,0
Meghalaya,Post-Monsoon,6.238304834994543,2.6048312781962593,43.59358370360124,669.4160274601782,120.62751111939399,34.13519975670078,0
Manipur,Winter,6.840567348127026,2.600661458522545,29.211727192529906,616.1843681676007,98.41989061860336,16.874244197248448,0
Nagaland,Pre-Monsoon,6.257737604593482,1.957216559066702,45.31633449819073,602.4806764789279,103.1866364010288,26.761200994265465,0
Tripura,Winter,7.838172750636627,1.0108536011921467,9.17184958381067,554.3705861537661,134.6656609456137,18.355568682562648,0
Manipur,Post-Monsoon,8.44057814485893,2.787884491231324,9.16996225635492,171.81832929986376,55.55214050837746,26.780925884418536,0
Tripura,Monsoon,6.3039823498992416,12.055977965670191,27.472675909266826,1245.0963925588762,460.50035612457623,18.323403177041417,1
Nagaland,Monsoon,7.096290499875387,13.139816944890741,22.599331293275267,1009.9795643659908,663.8342856138463,15.528726479529812,1
Arunachal Pradesh,Monsoon,7.992405460171811,14.294032483180624,43.518096147072434,2223.450411114152,740.7565570232882,34.025407463480704,1
Nagaland,Pre-Monsoon,7.878133038986416,0.8107107814365411,0.9731035013536948,408.4625192815194,73.9398345985496,31.337455816471646,0
Meghalaya,Pre-Monsoon,7.160910881643418,2.9743492561271303,6.622120443262514,352.3048882065441,132.5470407026061,29.74565096986793,0
Sikkim,Monsoon,6.697783889693864,11.57848376525379,15.700924243542607,3341.0290538614554,632.308281435844,18.234585706096127,1
Mizoram,Post-Monsoon,6.608646901724985,3.74093001117188,24.701297628908826,54.18221549316552,53.31566543876579,27.79637835051065,0
Mizoram,Pre-Monsoon,7.603140078118588,1.3172551498343195,8.396312968405951,298.47711404010465,45.609290570468836,18.297626748217844,0
Arunachal Pradesh,Post-Monsoon,7.573665910980934,0.7703908913503266,43.61607280672534,493.9236576133156,101.85290319262813,27.201613345607747,0
